,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
11252,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,"Donic Baracuda Big Slam is a very good rubber for everything including chopping, or even Xiom Yanus DF",descriptive,"Donic-Baracuda-Big-Slam is a very good rubber for everything including chopping, or even Xiom-Yanus-DF","['Donic-Baracuda-Big-Slam', 'is', 'a', 'very', 'good', 'rubber', 'for', 'everything', 'including', 'chopping', ',', 'or', 'even', 'Xiom-Yanus-DF']","['Donic-Baracuda-Big-Slam', 'Xiom-Yanus-DF']","[0, 90]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11263,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,I would recommend against 05fx.,descriptive,I would recommend against Butterfly-Tenergy-05-FX.,"['I', 'would', 'recommend', 'against', 'Butterfly-Tenergy-05-FX', '.']",['Butterfly-Tenergy-05-FX'],[26],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11264,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,The throw is too high and its a looping rubber... difficult to chop.,descriptive,The throw is too high and its a looping rubber... difficult to chop.,"['The', 'throw', 'is', 'too', 'high', 'and', 'its', 'a', 'looping', 'rubber', '...', 'difficult', 'to', 'chop', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[13],['less'],['too '],[],[],[],[]
11265,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,Sriver is a good choice i would say.,descriptive,Butterfly-Sriver is a good choice i would say.,"['Butterfly-Sriver', 'is', 'a', 'good', 'choice', 'i', 'would', 'say', '.']",['Butterfly-Sriver'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11266,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,If you want more spin and catapult effect a thin 64fx would do too.,descriptive,If you want more spin and catapult effect a thin Butterfly-Tenergy-64-FX would do too.,"['If', 'you', 'want', 'more', 'spin', 'and', 'catapult', 'effect', 'a', 'thin', 'Butterfly-Tenergy-64-FX', 'would', 'do', 'too', '.']",['Butterfly-Tenergy-64-FX'],[49],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[12],['greater'],['more'],[12],['greater'],['more spin'],['spin']
11267,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,And its decent for chopping.,descriptive,And its decent for chopping.,"['And', 'its', 'decent', 'for', 'chopping', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11275,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,If you like to chop from mid-distance A tensor can be ok to use.,descriptive,If you like to chop from mid-distance A Tensor-rubbers can be ok to use.,"['If', 'you', 'like', 'to', 'chop', 'from', 'mid-distance', 'A', 'Tensor-rubbers', 'can', 'be', 'ok', 'to', 'use', '.']",['Tensor-rubbers'],[40],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11280,5f6c2d397da9e46ccbe155fb,Tensor with 1.8 mm sponge or less,I have one blade that I put globe 999 1.5 on and it chops very well on the FH side if needed.,descriptive,I have one blade that I put globe 999 1.5 on and it chops very well on the FH side if needed.,"['I', 'have', 'one', 'blade', 'that', 'I', 'put', 'globe', '999', '1.5', 'on', 'and', 'it', 'chops', 'very', 'well', 'on', 'the', 'FH', 'side', 'if', 'needed', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11296,5f6c2d3d7da9e46ccbe155fc,Hexer hd vs Xiom Omega 4 pro/asia,"The Hexer HD topsheet feels hard but thin, and it feels like you can't really get the spin until you stretch that topsheet.",descriptive,"The Andro-Hexer-HD topsheet feels hard but thin, and it feels like you can't really get the spin until you stretch that topsheet.","['The', 'Andro-Hexer-HD', 'topsheet', 'feels', 'hard', 'but', 'thin', ',', 'and', 'it', 'feels', 'like', 'you', 'ca', ""n't"", 'really', 'get', 'the', 'spin', 'until', 'you', 'stretch', 'that', 'topsheet', '.']",['Andro-Hexer-HD'],[4],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11319,5f6c2d3d7da9e46ccbe155fc,Hexer hd vs Xiom Omega 4 pro/asia,It is a touch too fast especially on a carbon blade and needs solid technique.,descriptive,It is a touch too fast especially on a carbon blade and needs solid technique.,"['It', 'is', 'a', 'touch', 'too', 'fast', 'especially', 'on', 'a', 'carbon', 'blade', 'and', 'needs', 'solid', 'technique', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[14],['less'],['too '],[],[],[],[]
11320,5f6c2d3d7da9e46ccbe155fc,Hexer hd vs Xiom Omega 4 pro/asia,"The throw while blocking is low which is great and it is relatively insensitive to incoming spin.You could think of it as a Hexer HD with a touch softer and grippier topsheet, a softer sponge , more speed and spin.Like HD you really have to get some bat speed going and engage the sponge is you want that crazy spin.I use OIV Pro on my BH in max thickness.",descriptive,"The throw while blocking is low which is great and it is relatively insensitive to incoming spin.You could think of it as a Andro-Hexer-HD with a touch softer and grippier topsheet, a softer sponge , more speed and spin.Like HD you really have to get some bat speed going and engage the sponge is you want that crazy spin.I use OIV Pro on my BH in max thickness.","['The', 'throw', 'while', 'blocking', 'is', 'low', 'which', 'is', 'great', 'and', 'it', 'is', 'relatively', 'insensitive', 'to', 'incoming', 'spin.You', 'could', 'think', 'of', 'it', 'as', 'a', 'Andro-Hexer-HD', 'with', 'a', 'touch', 'softer', 'and', 'grippier', 'topsheet', ',', 'a', 'softer', 'sponge', ',', 'more', 'speed', 'and', 'spin.Like', 'HD', 'you', 'really', 'have', 'to', 'get', 'some', 'bat', 'speed', 'going', 'and', 'engage', 'the', 'sponge', 'is', 'you', 'want', 'that', 'crazy', 'spin.I', 'use', 'OIV', 'Pro', 'on', 'my', 'BH', 'in', 'max', 'thickness', '.']",['Andro-Hexer-HD'],[124],1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"[28, 194]","['less', 'greater']","['low', 'more']","[152, 163]","['less', 'greater']","['softer', 'grippier']","['hardness', 'tackiness']"
11360,5f6c2d457da9e46ccbe15600,Anyone recognize this blade or rubber?,"Looks a bit like the Wilson Hammer label, but not a perfect match.",descriptive,"Looks a bit like the Wilson Hammer label, but not a perfect match.","['Looks', 'a', 'bit', 'like', 'the', 'Wilson', 'Hammer', 'label', ',', 'but', 'not', 'a', 'perfect', 'match', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11373,5f6c2d7e7da9e46ccbe15617,Tenergy Questions - 05 / 64 / FX?,Throw is medium.,descriptive,Throw is medium.,"['Throw', 'is', 'medium', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11375,5f6c2d7e7da9e46ccbe15617,Tenergy Questions - 05 / 64 / FX?,"Topsheet is very supple and what makes Aurus so nice.If you really want to amp up the speed and keep it sof, along with a low throw, try Calibra Sound.",descriptive,"Topsheet is very supple and what makes Tibhar-Aurus so nice.If you really want to amp up the speed and keep it sof, along with a low throw, try Calibra Sound.","['Topsheet', 'is', 'very', 'supple', 'and', 'what', 'makes', 'Tibhar-Aurus', 'so', 'nice.If', 'you', 'really', 'want', 'to', 'amp', 'up', 'the', 'speed', 'and', 'keep', 'it', 'sof', ',', 'along', 'with', 'a', 'low', 'throw', ',', 'try', 'Calibra', 'Sound', '.']",['Tibhar-Aurus'],[39],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[122],['less'],['low'],[],[],[],[]
11378,5f6c2d7e7da9e46ccbe15617,Tenergy Questions - 05 / 64 / FX?,"Xiom Omega iv elite is very fast , med spin but super fast reloop etc",descriptive,"Xiom-Omega-IV-Elite is very fast , med spin but super fast reloop etc","['Xiom-Omega-IV-Elite', 'is', 'very', 'fast', ',', 'med', 'spin', 'but', 'super', 'fast', 'reloop', 'etc']",['Xiom-Omega-IV-Elite'],[0],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11380,5f6c2d7e7da9e46ccbe15617,Tenergy Questions - 05 / 64 / FX?,Everyone I've spoken to have said that it is the next step on from 05 FX and actually suggested that the top sheet is softer than the regular Tenergy 05.,descriptive,Everyone I've spoken to have said that it is the next step on from Butterfly-Tenergy-05-FX and actually suggested that the top sheet is softer than the regular Butterfly-Tenergy-05.,"['Everyone', 'I', ""'ve"", 'spoken', 'to', 'have', 'said', 'that', 'it', 'is', 'the', 'next', 'step', 'on', 'from', 'Butterfly-Tenergy-05-FX', 'and', 'actually', 'suggested', 'that', 'the', 'top', 'sheet', 'is', 'softer', 'than', 'the', 'regular', 'Butterfly-Tenergy-05', '.']","['Butterfly-Tenergy-05-FX', 'Butterfly-Tenergy-05']","[68, 161]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[136],['less'],['softer'],['hardness']
11419,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"The Yanus and Vario still seem slowest smashing, and wouldn't scare anyone, but were the best at chopping.",descriptive,"The Yanus and Donic-Vario still seem slowest smashing, and wouldn't scare anyone, but were the best at chopping.","['The', 'Yanus', 'and', 'Donic-Vario', 'still', 'seem', 'slowest', 'smashing', ',', 'and', 'would', ""n't"", 'scare', 'anyone', ',', 'but', 'were', 'the', 'best', 'at', 'chopping', '.']",['Donic-Vario'],[14],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[32, 89]","['less', 'greater']","['low', 'best']",[37],['less'],['slow'],['speed']
11422,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"The Pryde 30 was probably the closest thing to capable of doing both well, but excelling at neither.",descriptive,"The Yasaka-Pryde-30 was probably the closest thing to capable of doing both well, but excelling at neither.","['The', 'Yasaka-Pryde-30', 'was', 'probably', 'the', 'closest', 'thing', 'to', 'capable', 'of', 'doing', 'both', 'well', ',', 'but', 'excelling', 'at', 'neither', '.']",['Yasaka-Pryde-30'],[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11430,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"I find it as a rubber that can drive, loop, smash, serve, push or chop well and it has good ball feel.",descriptive,"I find it as a rubber that can drive, loop, smash, serve, push or chop well and it has good ball feel.","['I', 'find', 'it', 'as', 'a', 'rubber', 'that', 'can', 'drive', ',', 'loop', ',', 'smash', ',', 'serve', ',', 'push', 'or', 'chop', 'well', 'and', 'it', 'has', 'good', 'ball', 'feel', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11433,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,The GS soft does great on serves.,descriptive,The GS soft does great on serves.,"['The', 'GS', 'soft', 'does', 'great', 'on', 'serves', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11448,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,If you are a.modern defense player your weapon will be a loop or loopdrive more often than a smash.That being said all the h3 neos hit verywell and chop and serve great.,descriptive,If you are a.modern defense player your weapon will be a loop or loopdrive more often than a smash.That being said all the DHS-Hurricane-3 Stiga-Neos hit verywell and chop and serve great.,"['If', 'you', 'are', 'a.modern', 'defense', 'player', 'your', 'weapon', 'will', 'be', 'a', 'loop', 'or', 'loopdrive', 'more', 'often', 'than', 'a', 'smash.That', 'being', 'said', 'all', 'the', 'DHS-Hurricane-3', 'Stiga-Neos', 'hit', 'verywell', 'and', 'chop', 'and', 'serve', 'great', '.']","['DHS-Hurricane-3', 'Stiga-Neos']","[123, 139]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[75],['greater'],['more'],[],[],[],[]
11450,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,When I was using to Defence II the JOOLA Express 2 worked very well.,descriptive,When I was using to Defence II the JOOLA Express 2 worked very well.,"['When', 'I', 'was', 'using', 'to', 'Defence', 'II', 'the', 'JOOLA', 'Express', '2', 'worked', 'very', 'well', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11462,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"Whether it is too late or not, Barracuda Bigslam is not that fast in my opinion - it does everything well and the spin is very high:  = awesome  = awesome  = win",descriptive,"Whether it is too late or not, Barracuda Donic-Baracuda-Big-Slam is not that fast in my opinion - it does everything well and the spin is very high:  = awesome  = awesome  = win","['Whether', 'it', 'is', 'too', 'late', 'or', 'not', ',', 'Barracuda', 'Donic-Baracuda-Big-Slam', 'is', 'not', 'that', 'fast', 'in', 'my', 'opinion', '-', 'it', 'does', 'everything', 'well', 'and', 'the', 'spin', 'is', 'very', 'high', ':', '=', 'awesome', '=', 'awesome', '=', 'win']",['Donic-Baracuda-Big-Slam'],[42],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[14],['less'],['too '],[],[],[],[]
11463,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,i find H3 or Tg3 very good for returning serves as sometimes they carry the spin back tot he other person and thus becomes quite unpredictable for the other person.. takes some practice to get used to that,descriptive,i find DHS-Hurricane-3 or Tg3 very good for returning serves as sometimes they carry the spin back tot he other person and thus becomes quite unpredictable for the other person.. takes some practice to get used to that,"['i', 'find', 'DHS-Hurricane-3', 'or', 'Tg3', 'very', 'good', 'for', 'returning', 'serves', 'as', 'sometimes', 'they', 'carry', 'the', 'spin', 'back', 'tot', 'he', 'other', 'person', 'and', 'thus', 'becomes', 'quite', 'unpredictable', 'for', 'the', 'other', 'person', '..', 'takes', 'some', 'practice', 'to', 'get', 'used', 'to', 'that']",['DHS-Hurricane-3'],[7],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[22],['greater'],['good for'],[],[],[],[]
11466,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,Excellent at chopping at any distance and pushing.,descriptive,Excellent at chopping at any distance and pushing.,"['Excellent', 'at', 'chopping', 'at', 'any', 'distance', 'and', 'pushing', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11477,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"I was able to adapt to the Nittaku Narucross GS Supersoft 1.9, and I do quite well pushing, chopping and serving with it, and am even able to generate a weak loop attack, now with it.",descriptive,"I was able to adapt to the Nittaku Narucross GS Supersoft 1.9, and I do quite well pushing, chopping and serving with it, and am even able to generate a weak loop attack, now with it.","['I', 'was', 'able', 'to', 'adapt', 'to', 'the', 'Nittaku', 'Narucross', 'GS', 'Supersoft', '1.9', ',', 'and', 'I', 'do', 'quite', 'well', 'pushing', ',', 'chopping', 'and', 'serving', 'with', 'it', ',', 'and', 'am', 'even', 'able', 'to', 'generate', 'a', 'weak', 'loop', 'attack', ',', 'now', 'with', 'it', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11486,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,"Its supposed to have a 39 deg sponge, and supposed to make a nice crack sound, like the Soft Narucross, I hope.",descriptive,"Its supposed to have a 39 deg sponge, and supposed to make a nice crack sound, like the Soft Narucross, I hope.","['Its', 'supposed', 'to', 'have', 'a', '39', 'deg', 'sponge', ',', 'and', 'supposed', 'to', 'make', 'a', 'nice', 'crack', 'sound', ',', 'like', 'the', 'Soft', 'Narucross', ',', 'I', 'hope', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11494,5f6c2d9c7da9e46ccbe15625,Modern Defender Attack/Serve/Push/Chop/Drive/Smash rubber?,If I attack with it I could hit past most 2300-level players with ease.,descriptive,If I attack with it I could hit past most 2300-level players with ease.,"['If', 'I', 'attack', 'with', 'it', 'I', 'could', 'hit', 'past', 'most', '2300-level', 'players', 'with', 'ease', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11519,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,"I always like the 36deg version, which was the softest available.",descriptive,"I always like the 36deg version, which was the softest available.","['I', 'always', 'like', 'the', '36deg', 'version', ',', 'which', 'was', 'the', 'softest', 'available', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11543,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,"I really liked it.The sheet is quite tacky, it can pick up a ball for quite a while.",descriptive,"I really liked it.The sheet is quite tacky, it can pick up a ball for quite a while.","['I', 'really', 'liked', 'it.The', 'sheet', 'is', 'quite', 'tacky', ',', 'it', 'can', 'pick', 'up', 'a', 'ball', 'for', 'quite', 'a', 'while', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11544,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,It seems tackier than the original Venus.,descriptive,It seems tackier than the original Galaxy-Venus.,"['It', 'seems', 'tackier', 'than', 'the', 'original', 'Galaxy-Venus', '.']",['Galaxy-Venus'],[35],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[9],['greater'],['tackier'],['tackiness']
11547,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,"Just like with the former tensors, you need to hit harder to get the glue feel and to get the sound.I found it to be a VERY spinny rubber, both on serves & pushes, but also on loops.",descriptive,"Just like with the former Tensor-rubbers, you need to hit harder to get the glue feel and to get the sound.I found it to be a VERY spinny rubber, both on serves & pushes, but also on loops.","['Just', 'like', 'with', 'the', 'former', 'Tensor-rubbers', ',', 'you', 'need', 'to', 'hit', 'harder', 'to', 'get', 'the', 'glue', 'feel', 'and', 'to', 'get', 'the', 'sound.I', 'found', 'it', 'to', 'be', 'a', 'VERY', 'spinny', 'rubber', ',', 'both', 'on', 'serves', '&', 'pushes', ',', 'but', 'also', 'on', 'loops', '.']",['Tensor-rubbers'],[26],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[124],['greater'],['spinny'],[58],['greater'],['harder'],['hardness']
11548,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,"I tend to put a fair bit of sidepsin on my loops, and they were definitely kicking moe compared to my 999 rubber.It didn't feel overly fast, but then again my blade is not that fast, but it feels faster than my regular JUIC 999.",descriptive,"I tend to put a fair bit of sidepsin on my loops, and they were definitely kicking moe compared to my 999 rubber.It didn't feel overly fast, but then again my blade is not that fast, but it feels faster than my regular JUIC 999.","['I', 'tend', 'to', 'put', 'a', 'fair', 'bit', 'of', 'sidepsin', 'on', 'my', 'loops', ',', 'and', 'they', 'were', 'definitely', 'kicking', 'moe', 'compared', 'to', 'my', '999', 'rubber.It', 'did', ""n't"", 'feel', 'overly', 'fast', ',', 'but', 'then', 'again', 'my', 'blade', 'is', 'not', 'that', 'fast', ',', 'but', 'it', 'feels', 'faster', 'than', 'my', 'regular', 'JUIC', '999', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[196],['greater'],['faster'],['speed']
11581,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,"I actually like this rubber.Humongous surprise!I was well prepared to hate it after the original venus.It hits, blocks, counterloops, loops, pushes and serves well.",descriptive,"I actually like this rubber.Humongous surprise!I was well prepared to hate it after the original Galaxy-Venus.It hits, blocks, counterloops, loops, pushes and serves well.","['I', 'actually', 'like', 'this', 'rubber.Humongous', 'surprise', '!', 'I', 'was', 'well', 'prepared', 'to', 'hate', 'it', 'after', 'the', 'original', 'Galaxy-Venus.It', 'hits', ',', 'blocks', ',', 'counterloops', ',', 'loops', ',', 'pushes', 'and', 'serves', 'well', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11582,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,Mediumish on everything.,descriptive,Mediumish on everything.,"['Mediumish', 'on', 'everything', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11597,5f6c2e587da9e46ccbe1563b,Galaxy / Yin-He Venus II,The Palio Thor is a very great rubber but I'm very keen with the 999 series feeling.,descriptive,The Palio Thor is a very great rubber but I'm very keen with the 999 series feeling.,"['The', 'Palio', 'Thor', 'is', 'a', 'very', 'great', 'rubber', 'but', 'I', ""'m"", 'very', 'keen', 'with', 'the', '999', 'series', 'feeling', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11607,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,Calibra is very quick but lacking in the spin department.,descriptive,Calibra is very quick but lacking in the spin department.,"['Calibra', 'is', 'very', 'quick', 'but', 'lacking', 'in', 'the', 'spin', 'department', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[26],['less'],['lack'],[],[],[],[]
11611,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,The only thing I am not quite happy about with roxon is that I feel that it's a bit bouncy in the short game.,descriptive,The only thing I am not quite happy about with roxon is that I feel that it's a bit bouncy in the short game.,"['The', 'only', 'thing', 'I', 'am', 'not', 'quite', 'happy', 'about', 'with', 'roxon', 'is', 'that', 'I', 'feel', 'that', 'it', ""'s"", 'a', 'bit', 'bouncy', 'in', 'the', 'short', 'game', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11623,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,It's a good do-anything rubber.,descriptive,It's a good do-anything rubber.,"['It', ""'s"", 'a', 'good', 'do-anything', 'rubber', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11631,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,"I think its awesome, and in keeping with an ""Andro"" feel.",descriptive,"I think its awesome, and in keeping with an ""Andro"" feel.","['I', 'think', 'its', 'awesome', ',', 'and', 'in', 'keeping', 'with', 'an', '``', 'Andro', ""''"", 'feel', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11634,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,"The way you describe it, it sounds as if it's just what i' m looking for then.Better spin, better control, but as fast as 450.My spinny serves are an essential part of my game, and if I can generate more spin, it sounds like a very good alternative.",descriptive,"The way you describe it, it sounds as if it's just what i' m looking for then.Better spin, better control, but as fast as 450.My spinny serves are an essential part of my game, and if I can generate more spin, it sounds like a very good alternative.","['The', 'way', 'you', 'describe', 'it', ',', 'it', 'sounds', 'as', 'if', 'it', ""'s"", 'just', 'what', 'i', ""'"", 'm', 'looking', 'for', 'then.Better', 'spin', ',', 'better', 'control', ',', 'but', 'as', 'fast', 'as', '450.My', 'spinny', 'serves', 'are', 'an', 'essential', 'part', 'of', 'my', 'game', ',', 'and', 'if', 'I', 'can', 'generate', 'more', 'spin', ',', 'it', 'sounds', 'like', 'a', 'very', 'good', 'alternative', '.']",[],[],1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,"[129, 78, 199]","['greater', 'greater', 'greater']","['spinny', 'better', 'more']","[199, 111, 91]","['greater', 'equal', 'greater']","['more spin', 'as fast as', 'better control']","['spin', 'speed', 'control']"
11653,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,"Spin does not leave much to be desired either.I have always liked roxon 450, but also felt that I lost some unneccesary balls when chopping.Nille",descriptive,"Spin does not leave much to be desired either.I have always liked Andro-Roxon-450, but also felt that I lost some unneccesary balls when chopping.Nille","['Spin', 'does', 'not', 'leave', 'much', 'to', 'be', 'desired', 'either.I', 'have', 'always', 'liked', 'Andro-Roxon-450', ',', 'but', 'also', 'felt', 'that', 'I', 'lost', 'some', 'unneccesary', 'balls', 'when', 'chopping.Nille']",['Andro-Roxon-450'],[66],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11657,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,I have used Calibra Sound and really liked it for counter-looping and looping block.,descriptive,I have used Calibra Sound and really liked it for counter-looping and looping block.,"['I', 'have', 'used', 'Calibra', 'Sound', 'and', 'really', 'liked', 'it', 'for', 'counter-looping', 'and', 'looping', 'block', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11660,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,The main problem I had with Calibra Sound was the relative lack of spin.,descriptive,The main problem I had with Calibra Sound was the relative lack of spin.,"['The', 'main', 'problem', 'I', 'had', 'with', 'Calibra', 'Sound', 'was', 'the', 'relative', 'lack', 'of', 'spin', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[59],['less'],['lack'],[],[],[],[]
11666,5f6c2e757da9e46ccbe15648,Andro 450 vs calibra sound/spin,"Above all, the control was impressive although it is a fast rubber.",descriptive,"Above all, the control was impressive although it is a fast rubber.","['Above', 'all', ',', 'the', 'control', 'was', 'impressive', 'although', 'it', 'is', 'a', 'fast', 'rubber', '.']",[],[],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
